ID,HOUR,MONTH,DAY,YEAR,ACT1,ACT2,SL_METERS,TURN_DEGRE,type,time
2828,14,7,30,2002,22,13,40,138,open,aother
2829,16,7,30,2002,250,8,97,-74,other,aother
2830,18,7,30,2002,89,36,405,-23,aforest,creep
2831,20,7,30,2002,89,23,276,-90,cutblk,creep
2832,22,7,30,2002,66,116,35,-171,cutblk,creep
2833,0,7,31,2002,5,0,107,156,cutblk,aother
2834,2,7,31,2002,5,5,33,-35,cutblk,aother
2835,4,7,31,2002,0,0,55,-14,aforest,creep
2836,6,7,31,2002,18,66,442,-83,cutblk,creep
2837,8,7,31,2002,22,0,140,122,aforest,creep
2838,10,7,31,2002,73,75,45,-154,aforest,aother
2839,12,7,31,2002,83,93,177,121,aforest,aother
2840,14,7,31,2002,84,1,42,-52,cutblk,aother
2841,16,7,31,2002,115,35,27,142,cutblk,aother
2842,18,7,31,2002,54,58,45,168,cutblk,creep
2843,20,7,31,2002,5,23,429,-93,cutblk,creep
2844,22,7,31,2002,133,112,715,51,aforest,creep
2845,0,8,1,2002,0,0,46,138,cutblk,aother
2846,2,8,1,2002,6,0,5,-7,cutblk,aother
2847,4,8,1,2002,7,1,5,-44,cutblk,creep
2850,10,8,1,2002,0,0,14,100,decid,aother
2856,22,8,1,2002,50,0,157,152,cutblk,creep
2857,0,8,2,2002,8,1,20,54,cutblk,aother
2858,2,8,2,2002,0,0,15,174,cutblk,aother
2859,4,8,2,2002,255,9,37,-6,cutblk,creep
2860,6,8,2,2002,38,70,908,177,cutblk,creep
2866,18,8,2,2002,0,0,19,-118,cutblk,creep
2867,20,8,2,2002,5,24,1024,109,cutblk,creep
2868,22,8,2,2002,2,0,92,17,cutblk,creep
2869,0,8,3,2002,14,47,92,157,cutblk,aother
2870,2,8,3,2002,37,0,12,129,cutblk,aother
2871,4,8,3,2002,39,46,65,136,cutblk,creep
2872,6,8,3,2002,48,88,140,71,cutblk,creep
2873,8,8,3,2002,5,0,499,-70,cutblk,creep
2874,10,8,3,2002,47,79,156,179,cutblk,aother
2877,16,8,3,2002,230,45,176,-171,cutblk,aother
2878,18,8,3,2002,35,38,304,-134,cutblk,creep
2879,20,8,3,2002,15,2,180,63,cutblk,creep
2880,22,8,3,2002,89,68,1084,-158,open,creep
2881,0,8,4,2002,20,0,250,-27,aforest,aother
2882,2,8,4,2002,166,41,352,16,open,aother
2883,4,8,4,2002,51,0,976,-54,cutblk,creep
2884,6,8,4,2002,46,56,309,78,cutblk,creep
2885,8,8,4,2002,162,102,378,-36,cutblk,creep
2886,10,8,4,2002,0,1,231,-57,aforest,aother
2887,12,8,4,2002,195,0,520,-129,cutblk,aother
2888,14,8,4,2002,67,3,318,54,cutblk,aother
2889,16,8,4,2002,38,89,139,-150,other,aother
2890,18,8,4,2002,70,23,399,-122,cutblk,creep
2891,20,8,4,2002,23,18,569,74,aforest,creep
2892,22,8,4,2002,34,122,78,65,cutblk,creep
2893,0,8,5,2002,5,0,19,-9,cutblk,aother
2894,2,8,5,2002,16,59,157,-142,aforest,aother
2895,4,8,5,2002,35,10,148,93,cutblk,creep
2896,6,8,5,2002,128,63,146,166,aforest,creep
2897,8,8,5,2002,13,0,2013,60,cutblk,creep
2898,10,8,5,2002,28,60,21,-139,cutblk,aother
2901,16,8,5,2002,23,38,36,-108,cutblk,aother
2902,18,8,5,2002,88,42,107,-99,cutblk,creep
2903,20,8,5,2002,61,66,59,174,cutblk,creep
2904,22,8,5,2002,12,30,110,75,cutblk,creep
2905,0,8,6,2002,4,0,100,152,cutblk,aother
2906,2,8,6,2002,6,0,66,5,cutblk,aother
2907,4,8,6,2002,11,0,93,73,cutblk,creep
2908,6,8,6,2002,35,93,1455,-6,cutblk,creep
2909,8,8,6,2002,2,1,1863,-64,aforest,creep
2910,10,8,6,2002,29,218,234,50,open,aother
2913,16,8,6,2002,240,31,339,21,cutblk,aother
2914,18,8,6,2002,25,77,51,145,cutblk,creep
2915,20,8,6,2002,15,1,292,-128,cutblk,creep
2916,22,8,6,2002,30,255,577,-9,cutblk,creep
2919,4,8,7,2002,2,9,10,82,cutblk,creep
2920,6,8,7,2002,13,70,473,-3,cutblk,creep
2921,8,8,7,2002,24,8,198,-58,cutblk,creep
2922,10,8,7,2002,40,67,406,-140,cutblk,aother
2925,16,8,7,2002,70,47,37,-103,cutblk,aother
2926,18,8,7,2002,86,100,50,30,cutblk,creep
2927,20,8,7,2002,7,8,47,-153,cutblk,creep
2928,22,8,7,2002,0,0,25,-30,cutblk,creep
2931,4,8,8,2002,33,1,16,-132,cutblk,creep
2932,6,8,8,2002,9,0,248,-19,aforest,creep
2933,8,8,8,2002,85,255,612,25,aforest,creep
2934,10,8,8,2002,17,1,612,-171,cutblk,aother
2935,12,8,8,2002,15,1,9,-23,cutblk,aother
2936,14,8,8,2002,11,24,16,-172,cutblk,aother
2937,16,8,8,2002,33,31,4,-92,cutblk,aother
2938,18,8,8,2002,5,20,13,41,cutblk,creep
2939,20,8,8,2002,44,1,555,138,aforest,creep
2940,22,8,8,2002,28,22,103,14,aforest,creep
2941,0,8,9,2002,0,0,65,57,aforest,aother
2944,6,8,9,2002,58,98,203,-17,cutblk,creep
2945,8,8,9,2002,7,108,537,-119,cutblk,creep
2946,10,8,9,2002,9,5,307,-18,cutblk,aother
2947,12,8,9,2002,7,9,17,120,cutblk,aother
2948,14,8,9,2002,66,6,20,-170,cutblk,aother
2949,16,8,9,2002,7,1,3,83,cutblk,aother
2950,18,8,9,2002,40,3,16,89,cutblk,creep
2951,20,8,9,2002,8,0,81,176,cutblk,creep
2952,22,8,9,2002,9,16,170,-24,cutblk,creep
2953,0,8,10,2002,22,174,508,114,cutblk,aother
2954,2,8,10,2002,5,106,20,-2,cutblk,aother
2955,4,8,10,2002,14,1,46,-48,cutblk,creep
2956,6,8,10,2002,2,0,469,-56,cutblk,creep
2957,8,8,10,2002,19,8,299,-148,cutblk,creep
2958,10,8,10,2002,4,6,101,-39,cutblk,aother
2959,12,8,10,2002,79,19,14,32,cutblk,aother
2963,20,8,10,2002,80,26,721,-80,open,creep
2964,22,8,10,2002,52,0,399,-139,cutblk,creep
2965,0,8,11,2002,33,1,58,-41,cutblk,aother
2966,2,8,11,2002,0,1,6,-5,cutblk,aother
2967,4,8,11,2002,0,3,47,96,cutblk,creep
2968,6,8,11,2002,7,37,80,0,cutblk,creep
2969,8,8,11,2002,0,1,118,157,cutblk,creep
2970,10,8,11,2002,90,29,373,-29,aforest,aother
2975,20,8,11,2002,35,40,209,136,open,creep
2978,2,8,12,2002,0,0,71,123,cutblk,aother
2979,4,8,12,2002,0,1,12,88,cutblk,creep
2980,6,8,12,2002,26,161,159,174,cutblk,creep
2981,8,8,12,2002,48,32,893,91,other,creep
2982,10,8,12,2002,23,0,103,112,cutblk,aother
2983,12,8,12,2002,42,7,206,-34,cutblk,aother
2984,14,8,12,2002,12,30,27,-58,cutblk,aother
2985,16,8,12,2002,9,3,42,-53,cutblk,aother
2986,18,8,12,2002,42,134,384,-128,decid,creep
2987,20,8,12,2002,71,0,58,24,aforest,creep
2988,22,8,12,2002,23,36,497,153,cutblk,creep
2989,0,8,13,2002,11,4,204,173,cutblk,aother
2990,2,8,13,2002,115,0,391,145,cutblk,aother
2991,4,8,13,2002,34,47,25,175,cutblk,creep
2992,6,8,13,2002,31,103,470,-23,cutblk,creep
2993,8,8,13,2002,51,37,19,163,cutblk,creep
2994,10,8,13,2002,0,5,236,-57,aforest,aother
2995,12,8,13,2002,0,206,31,40,cutblk,aother
2996,14,8,13,2002,14,0,18,164,cutblk,aother
2997,16,8,13,2002,20,72,65,112,cutblk,aother
2998,18,8,13,2002,51,0,84,177,cutblk,creep
2999,20,8,13,2002,52,17,297,131,cutblk,creep
3000,22,8,13,2002,3,0,210,153,aforest,creep
3001,0,8,14,2002,0,0,95,-3,cutblk,aother
3002,2,8,14,2002,43,43,367,19,cutblk,aother
3003,4,8,14,2002,75,0,111,161,cutblk,creep
3004,6,8,14,2002,140,28,47,-133,cutblk,creep
3005,8,8,14,2002,16,0,311,-115,cutblk,creep
3006,10,8,14,2002,20,85,68,112,cutblk,aother
3010,18,8,14,2002,3,1,118,-65,aforest,creep
3011,20,8,14,2002,47,29,370,165,cutblk,creep
3012,22,8,14,2002,1,0,71,-75,aforest,creep
3013,0,8,15,2002,15,66,117,16,cutblk,aother
3014,2,8,15,2002,5,6,46,-92,cutblk,aother
3015,4,8,15,2002,22,0,69,-20,cutblk,creep
3016,6,8,15,2002,56,50,97,-90,cutblk,creep
3017,8,8,15,2002,119,153,1640,-2,cutblk,creep
3018,10,8,15,2002,7,0,785,-75,aforest,aother
3022,18,8,15,2002,20,0,127,105,cutblk,creep
3023,20,8,15,2002,84,50,84,-29,cutblk,creep
3024,22,8,15,2002,101,0,182,-47,other,creep
3025,0,8,16,2002,6,0,30,-26,other,aother
3026,2,8,16,2002,40,97,522,-82,aforest,aother
3027,4,8,16,2002,0,1,997,83,cutblk,creep
3028,6,8,16,2002,6,0,552,69,cutblk,creep
3029,8,8,16,2002,42,33,234,-104,cutblk,creep
3030,10,8,16,2002,38,36,43,23,aforest,aother
3033,16,8,16,2002,0,19,8,62,cutblk,aother
3034,18,8,16,2002,24,49,29,-170,cutblk,creep
3035,20,8,16,2002,46,89,108,126,cutblk,creep
3038,2,8,17,2002,21,2,39,53,cutblk,aother
3039,4,8,17,2002,24,10,26,100,cutblk,creep
3040,6,8,17,2002,68,71,600,93,cutblk,creep
3041,8,8,17,2002,0,1,331,-27,aforest,creep
3042,10,8,17,2002,3,2,38,151,cutblk,aother
3043,12,8,17,2002,6,34,114,15,cutblk,aother
3044,14,8,17,2002,3,14,41,-154,cutblk,aother
3045,16,8,17,2002,10,0,180,3,aforest,aother
3046,18,8,17,2002,56,36,86,122,cutblk,creep
3047,20,8,17,2002,2,49,24,32,cutblk,creep
3048,22,8,17,2002,18,0,84,168,cutblk,creep
3049,0,8,18,2002,13,13,64,67,cutblk,aother
3050,2,8,18,2002,41,192,199,-4,cutblk,aother
3051,4,8,18,2002,0,0,479,-34,cutblk,creep
3052,6,8,18,2002,45,73,293,-76,cutblk,creep
3053,8,8,18,2002,37,48,109,48,cutblk,creep
3054,10,8,18,2002,22,0,527,-136,aforest,aother
3055,12,8,18,2002,17,0,177,-35,aforest,aother
3056,14,8,18,2002,83,81,26,-1,aforest,aother
3059,20,8,18,2002,28,37,166,119,cutblk,creep
3060,22,8,18,2002,57,32,273,100,aforest,creep
3061,0,8,19,2002,0,0,107,26,cutblk,aother
3062,2,8,19,2002,53,69,80,158,cutblk,aother
3063,4,8,19,2002,28,0,47,-93,cutblk,creep
3064,6,8,19,2002,48,77,164,-138,aforest,creep
3065,8,8,19,2002,46,131,223,47,aforest,creep
3066,10,8,19,2002,4,12,379,75,cutblk,aother
3067,12,8,19,2002,54,30,16,10,cutblk,aother
3068,14,8,19,2002,2,1,12,91,cutblk,aother
3069,16,8,19,2002,90,15,110,178,aforest,aother
3070,18,8,19,2002,10,0,65,103,cutblk,creep
3071,20,8,19,2002,102,3,179,-15,cutblk,creep
3072,22,8,19,2002,0,0,271,-145,cutblk,creep
3073,0,8,20,2002,63,59,242,-141,cutblk,aother
3074,2,8,20,2002,4,0,123,73,aforest,aother
3075,4,8,20,2002,0,14,24,129,aforest,creep
3076,6,8,20,2002,73,8,239,-107,cutblk,creep
3077,8,8,20,2002,28,126,208,-87,aforest,creep
3078,10,8,20,2002,24,3,59,83,aforest,aother
3079,12,8,20,2002,2,0,69,11,aforest,aother
3080,14,8,20,2002,15,27,93,-114,cutblk,aother
3083,20,8,20,2002,28,25,45,68,cutblk,creep
3084,22,8,20,2002,0,1,74,179,cutblk,creep
3085,0,8,21,2002,8,0,37,179,aforest,aother
3086,2,8,21,2002,1,16,128,-118,cutblk,aother
3087,4,8,21,2002,0,0,91,-154,cutblk,creep
3088,6,8,21,2002,8,5,38,141,cutblk,creep
3089,8,8,21,2002,7,2,43,149,cutblk,creep
3090,10,8,21,2002,10,1,33,117,cutblk,aother
3091,12,8,21,2002,19,4,22,129,cutblk,aother
3092,14,8,21,2002,16,0,19,143,cutblk,aother
3093,16,8,21,2002,7,2,20,51,cutblk,aother
3094,18,8,21,2002,20,12,7,-106,cutblk,creep
3095,20,8,21,2002,1,0,6,113,cutblk,creep
3096,22,8,21,2002,0,0,22,-170,cutblk,creep
3097,0,8,22,2002,53,55,57,156,cutblk,aother
3098,2,8,22,2002,0,4,90,-52,aforest,aother
3099,4,8,22,2002,5,0,70,31,cutblk,creep
3100,6,8,22,2002,57,154,84,34,aforest,creep
3101,8,8,22,2002,0,0,54,159,aforest,creep
3102,10,8,22,2002,55,70,213,-124,aforest,aother
3103,12,8,22,2002,0,0,11,41,aforest,aother
3106,18,8,22,2002,5,21,6,-22,cutblk,creep
3107,20,8,22,2002,27,169,201,82,aforest,creep
3108,22,8,22,2002,3,9,283,22,cutblk,creep
3109,0,8,23,2002,26,53,103,-134,cutblk,aother
3110,2,8,23,2002,12,0,79,-136,aforest,aother
3111,4,8,23,2002,12,88,46,106,cutblk,creep
3112,6,8,23,2002,36,102,183,-61,cutblk,creep
3113,8,8,23,2002,255,17,449,70,aforest,creep
3114,10,8,23,2002,44,0,1262,160,cutblk,aother
3115,12,8,23,2002,0,0,67,-35,cutblk,aother
3116,14,8,23,2002,2,1,42,57,cutblk,aother
3117,16,8,23,2002,99,50,16,-45,cutblk,aother
3118,18,8,23,2002,215,5,239,-97,decid,creep
3119,20,8,23,2002,58,29,153,147,cutblk,creep
3120,22,8,23,2002,39,40,18,49,cutblk,creep
3121,0,8,24,2002,38,56,19,3,cutblk,aother
3122,2,8,24,2002,70,56,741,3,decid,aother
3123,4,8,24,2002,0,0,155,83,aforest,creep
3124,6,8,24,2002,17,78,30,158,aforest,creep
3125,8,8,24,2002,21,77,140,41,aforest,creep
3126,10,8,24,2002,11,3,62,-86,aforest,aother
3127,12,8,24,2002,6,3,13,121,aforest,aother
3128,14,8,24,2002,13,31,58,-34,aforest,aother
3129,16,8,24,2002,27,72,48,-7,aforest,aother
3130,18,8,24,2002,46,0,31,-22,aforest,creep
3131,20,8,24,2002,7,81,297,-126,aforest,creep
3132,22,8,24,2002,0,0,315,17,open,creep
3133,0,8,25,2002,15,0,168,43,aforest,aother
3134,2,8,25,2002,21,255,164,48,aforest,aother
3135,4,8,25,2002,20,52,1431,134,cutblk,creep
3136,6,8,25,2002,55,161,305,-72,cutblk,creep
3137,8,8,25,2002,0,0,424,-142,aforest,creep
3138,10,8,25,2002,11,230,384,179,cutblk,aother
3139,12,8,25,2002,7,5,173,143,aforest,aother
3140,14,8,25,2002,30,0,163,29,cutblk,aother
3141,16,8,25,2002,102,0,618,78,cutblk,aother
3142,18,8,25,2002,1,6,61,107,cutblk,creep
3143,20,8,25,2002,137,0,365,3,cutblk,creep
3144,22,8,25,2002,7,44,21,14,cutblk,creep
3145,0,8,26,2002,4,6,25,5,cutblk,aother
3146,2,8,26,2002,3,0,38,156,cutblk,aother
3147,4,8,26,2002,2,0,38,147,cutblk,creep
3148,6,8,26,2002,9,72,256,27,aforest,creep
3149,8,8,26,2002,5,5,363,10,cutblk,creep
3150,10,8,26,2002,37,46,238,43,aforest,aother
3151,12,8,26,2002,6,1,111,69,aforest,aother
3152,14,8,26,2002,6,9,220,-41,cutblk,aother
3153,16,8,26,2002,0,12,87,73,cutblk,aother
3154,18,8,26,2002,33,176,230,20,cutblk,creep
3155,20,8,26,2002,5,7,332,-10,cutblk,creep
3156,22,8,26,2002,0,32,203,-169,cutblk,creep
3157,0,8,27,2002,0,0,26,-56,cutblk,aother
3158,2,8,27,2002,89,0,49,-131,cutblk,aother
3159,4,8,27,2002,23,0,7,151,cutblk,creep
3160,6,8,27,2002,87,144,716,-64,aforest,creep
3161,8,8,27,2002,0,16,326,78,aforest,creep
3164,14,8,27,2002,22,25,111,39,aforest,aother
3165,16,8,27,2002,15,11,63,-48,aforest,aother
3166,18,8,27,2002,0,0,269,-23,cutblk,creep
3167,20,8,27,2002,129,76,212,-175,cutblk,creep
3168,22,8,27,2002,1,0,139,31,aforest,creep
3169,0,8,28,2002,41,54,202,-150,cutblk,aother
3170,2,8,28,2002,22,99,42,-143,cutblk,aother
3171,4,8,28,2002,0,0,237,-7,aforest,creep
3175,12,8,28,2002,19,17,60,17,aforest,aother
3176,14,8,28,2002,0,0,86,-137,cutblk,aother
3177,16,8,28,2002,29,37,24,-62,cutblk,aother
3178,18,8,28,2002,0,1,159,-81,aforest,creep
3179,20,8,28,2002,17,6,403,-14,cutblk,creep
3180,22,8,28,2002,0,34,351,-105,cutblk,creep
3181,0,8,29,2002,24,5,21,157,cutblk,aother
3182,2,8,29,2002,41,75,206,-109,cutblk,aother
3183,4,8,29,2002,0,0,335,117,cutblk,creep
3186,10,8,29,2002,20,0,263,-28,aforest,aother
3187,12,8,29,2002,1,0,9,-33,aforest,aother
3190,18,8,29,2002,185,81,189,-113,cutblk,creep
3191,20,8,29,2002,36,11,297,-161,cutblk,creep
3192,22,8,29,2002,0,0,174,-109,cutblk,creep
3193,0,8,30,2002,12,59,223,-107,cutblk,aother
3194,2,8,30,2002,0,0,56,175,cutblk,aother
3195,4,8,30,2002,3,32,52,-137,cutblk,creep
3196,6,8,30,2002,106,90,189,-37,cutblk,creep
3197,8,8,30,2002,24,129,1139,172,aforest,creep
3198,10,8,30,2002,118,1,729,97,aforest,aother
3199,12,8,30,2002,26,36,47,44,aforest,aother
3200,14,8,30,2002,35,74,286,-41,cutblk,aother
3201,16,8,30,2002,47,0,61,-6,cutblk,aother
3202,18,8,30,2002,24,30,73,-96,other,creep
3203,20,8,30,2002,202,112,315,-160,cutblk,creep
3204,22,8,30,2002,0,0,210,-129,cutblk,creep
3205,0,8,31,2002,21,23,49,-155,cutblk,aother
3206,2,8,31,2002,24,10,40,76,cutblk,aother
3207,4,8,31,2002,0,1,24,19,cutblk,creep
3208,6,8,31,2002,7,14,962,-47,open,creep
3209,8,8,31,2002,33,154,719,49,aforest,creep
3210,10,8,31,2002,57,91,545,42,aforest,aother
3211,12,8,31,2002,1,0,854,-128,aforest,aother
3212,14,8,31,2002,7,17,196,-27,aforest,aother
3213,16,8,31,2002,5,24,265,69,aforest,aother
3214,18,8,31,2002,6,96,144,4,aforest,creep
3215,20,8,31,2002,84,0,118,42,decid,creep
3216,22,8,31,2002,0,1,23,-153,aforest,creep
3217,0,9,1,2002,14,57,28,92,aforest,aother
3218,2,9,1,2002,0,41,51,-124,aforest,aother
3219,4,9,1,2002,4,16,84,-84,aforest,creep
3220,6,9,1,2002,43,143,115,56,aforest,creep
3221,8,9,1,2002,38,139,354,-136,aforest,creep
3222,10,9,1,2002,9,0,1542,-110,cutblk,aother
3223,12,9,1,2002,32,71,576,-32,cutblk,aother
3224,14,9,1,2002,81,0,159,-147,aforest,aother
3225,16,9,1,2002,90,93,376,-111,cutblk,aother
3226,18,9,1,2002,0,0,276,-97,cutblk,creep
3227,20,9,1,2002,38,214,282,68,aforest,creep
3228,22,9,1,2002,4,0,126,-42,cutblk,creep
3229,0,9,2,2002,20,23,57,-3,cutblk,aother
3230,2,9,2,2002,104,136,189,-169,cutblk,aother
3231,4,9,2,2002,0,0,28,73,cutblk,creep
3232,6,9,2,2002,59,30,108,165,cutblk,creep
3235,12,9,2,2002,49,94,148,-162,cutblk,aother
3236,14,9,2,2002,60,73,451,7,aforest,aother
3237,16,9,2,2002,10,86,509,-123,aforest,aother
3238,18,9,2,2002,177,56,959,94,open,creep
3239,20,9,2,2002,43,41,340,155,cutblk,creep
3240,22,9,2,2002,0,14,305,-152,cutblk,creep
3241,0,9,3,2002,24,37,32,176,cutblk,aother
3242,2,9,3,2002,4,0,105,-42,cutblk,aother
3243,4,9,3,2002,0,0,15,-60,cutblk,creep
3244,6,9,3,2002,88,201,419,-17,aforest,creep
3245,8,9,3,2002,53,245,743,-120,aforest,creep
3246,10,9,3,2002,15,0,664,-11,cutblk,aother
3247,12,9,3,2002,6,0,206,-74,aforest,aother
3248,14,9,3,2002,75,42,563,142,other,aother
3249,16,9,3,2002,90,44,141,-99,cutblk,aother
3250,18,9,3,2002,0,0,145,47,cutblk,creep
3251,20,9,3,2002,12,28,254,157,cutblk,creep
3252,22,9,3,2002,0,21,338,-178,other,creep
3253,0,9,4,2002,37,62,423,84,cutblk,aother
3254,2,9,4,2002,6,0,119,126,cutblk,aother
3255,4,9,4,2002,0,7,83,-31,aforest,creep
3256,6,9,4,2002,12,8,155,-95,cutblk,creep
3257,8,9,4,2002,69,20,386,-140,cutblk,creep
3260,14,9,4,2002,20,9,392,101,cutblk,aother
3261,16,9,4,2002,0,0,398,23,cutblk,aother
3262,18,9,4,2002,76,54,188,70,cutblk,creep
3263,20,9,4,2002,114,19,212,125,cutblk,creep
3264,22,9,4,2002,41,0,121,120,cutblk,creep
3265,0,9,5,2002,6,32,17,145,cutblk,aother
3266,2,9,5,2002,1,2,63,126,cutblk,aother
3267,4,9,5,2002,2,4,6,-159,cutblk,creep
3268,6,9,5,2002,52,26,85,140,cutblk,creep
3269,8,9,5,2002,88,0,54,-85,cutblk,creep
3270,10,9,5,2002,5,2,133,126,cutblk,aother
3273,16,9,5,2002,24,54,261,-94,cutblk,aother
3274,18,9,5,2002,37,16,424,47,cutblk,creep
3275,20,9,5,2002,11,0,186,-155,cutblk,creep
3276,22,9,5,2002,1,0,75,103,cutblk,creep
3277,0,9,6,2002,104,109,55,-42,cutblk,aother
3278,2,9,6,2002,139,26,232,144,cutblk,aother
3279,4,9,6,2002,5,5,14,67,cutblk,creep
3285,16,9,6,2002,23,46,203,-9,cutblk,aother
3286,18,9,6,2002,59,114,206,41,cutblk,creep
3287,20,9,6,2002,28,35,188,60,cutblk,creep
3288,22,9,6,2002,10,0,21,-118,cutblk,creep
3289,0,9,7,2002,0,1,23,-35,cutblk,aother
3290,2,9,7,2002,78,63,813,170,cutblk,aother
3291,4,9,7,2002,16,3,394,107,cutblk,creep
3292,6,9,7,2002,26,10,184,-36,cutblk,creep
3293,8,9,7,2002,0,0,471,176,cutblk,creep
3298,18,9,7,2002,85,213,1484,32,cutblk,creep
3299,20,9,7,2002,3,0,21,-92,cutblk,creep
3300,22,9,7,2002,0,0,48,-160,cutblk,creep
3301,0,9,8,2002,47,108,97,-38,cutblk,aother
3302,2,9,8,2002,11,0,36,-157,cutblk,aother
3305,8,9,8,2002,125,175,670,2,aforest,creep
3308,14,9,8,2002,0,0,84,-62,aforest,aother
3309,16,9,8,2002,57,0,154,-82,aforest,aother
3312,22,9,8,2002,24,24,121,-165,cutblk,creep
3313,0,9,9,2002,66,22,301,-49,cutblk,aother
3314,2,9,9,2002,6,1,110,76,cutblk,aother
3315,4,9,9,2002,0,0,72,36,cutblk,creep
3316,6,9,9,2002,21,29,52,-82,cutblk,creep
3317,8,9,9,2002,23,40,303,6,aforest,creep
3321,16,9,9,2002,172,141,48,-87,aforest,aother
3322,18,9,9,2002,0,0,12,49,aforest,creep
3323,20,9,9,2002,23,161,195,-35,aforest,creep
3324,22,9,9,2002,20,37,733,-160,cutblk,creep
3325,0,9,10,2002,45,41,29,157,cutblk,aother
3326,2,9,10,2002,0,1,41,-3,cutblk,aother
3327,4,9,10,2002,22,71,60,76,cutblk,creep
3328,6,9,10,2002,33,24,170,-123,cutblk,creep
3329,8,9,10,2002,0,0,544,-8,aforest,creep
3330,10,9,10,2002,95,200,144,-2,cutblk,aother
3331,12,9,10,2002,51,62,402,41,aforest,aother
3332,14,9,10,2002,68,0,170,-2,aforest,aother
3333,16,9,10,2002,23,86,129,31,aforest,aother
3334,18,9,10,2002,67,9,126,49,aforest,creep
3335,20,9,10,2002,50,30,410,-17,cutblk,creep
3336,22,9,10,2002,11,8,10,-75,cutblk,creep
3337,0,9,11,2002,2,0,90,2,cutblk,aother
3338,2,9,11,2002,2,1,93,-43,aforest,aother
3339,4,9,11,2002,9,4,88,-122,aforest,creep
3340,6,9,11,2002,77,165,132,-126,aforest,creep
3341,8,9,11,2002,67,77,263,65,aforest,creep
3344,14,9,11,2002,38,0,199,64,aforest,aother
3345,16,9,11,2002,25,45,20,40,aforest,aother
3346,18,9,11,2002,136,92,200,-82,aforest,creep
3347,20,9,11,2002,77,63,209,16,cutblk,creep
3348,22,9,11,2002,17,1,70,160,cutblk,creep
3349,0,9,12,2002,33,40,19,146,cutblk,aother
3350,2,9,12,2002,8,0,16,-145,cutblk,aother
3351,4,9,12,2002,1,0,4,-11,cutblk,creep
3352,6,9,12,2002,28,1,158,-69,cutblk,creep
3353,8,9,12,2002,10,0,313,-110,aforest,creep
3354,10,9,12,2002,51,0,171,95,aforest,aother
3355,12,9,12,2002,0,9,12,-62,aforest,aother
3356,14,9,12,2002,23,72,30,-45,aforest,aother
3357,16,9,12,2002,16,0,33,105,aforest,aother
3360,22,9,12,2002,46,20,88,-121,cutblk,creep
3361,0,9,13,2002,8,5,29,26,cutblk,aother
3362,2,9,13,2002,7,28,165,-108,cutblk,aother
3363,4,9,13,2002,31,0,73,65,aforest,creep
3364,6,9,13,2002,13,33,82,7,cutblk,creep
3369,16,9,13,2002,115,123,142,19,aforest,aother
3370,18,9,13,2002,161,0,331,51,cutblk,creep
3371,20,9,13,2002,150,164,246,-9,aforest,creep
3372,22,9,13,2002,18,69,137,-26,cutblk,creep
3373,0,9,14,2002,0,0,466,6,aforest,aother
3374,2,9,14,2002,4,0,98,82,cutblk,aother
3375,4,9,14,2002,1,4,326,53,cutblk,creep
3376,6,9,14,2002,34,68,155,122,cutblk,creep
3377,8,9,14,2002,104,174,297,-168,aforest,creep
3380,14,9,14,2002,76,1,129,56,aforest,aother
3383,20,9,14,2002,1,0,166,66,aforest,creep
3384,22,9,14,2002,13,54,43,-134,aforest,creep
3385,0,9,15,2002,10,0,131,-71,aforest,aother
3386,2,9,15,2002,17,179,44,-87,aforest,aother
3387,4,9,15,2002,72,91,68,-31,aforest,creep
3388,6,9,15,2002,41,32,310,2,cutblk,creep
3389,8,9,15,2002,86,0,333,-78,aforest,creep
3393,16,9,15,2002,70,92,60,32,aforest,aother
3396,22,9,15,2002,23,24,59,42,cutblk,creep
